title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Barnyard,2006,414853.0,7366,3,5.6,34667.0,90,Adventure,Animation,Comedy
Beerfest,2006,486551.0,6401,3,6.2,71504.0,110,Comedy,,
Behind the Mask: The Rise of Leslie Vernon,2006,437857.0,9091,1,6.7,25508.0,92,Comedy,Horror,Thriller
"Big Bad Swim, The",2006,460721.0,1489,3,6.3,1548.0,96,Comedy,Romance,Sport
Black Christmas,2006,454082.0,1873,3,4.7,30695.0,95,Horror,,
Black Dahlia,2006,387877.0,4130,1,5.6,77100.0,121,Crime,Drama,Mystery
Black Sheep,2006,779982.0,923,1,5.8,42154.0,87,Comedy,Horror,Sci-Fi
Bleach: Memories of Nobody,2006,1105263.0,6903,3,7.1,4877.0,87,Action,Adventure,Animation
Blood Diamond,2006,450259.0,4626,1,8.0,587673.0,143,Adventure,Drama,Thriller
"Bon Cop, Bad Cop",2006,479647.0,2572,1,6.7,13173.0,117,Action,Comedy,Crime
Bonneville,2006,487195.0,2277,3,6.1,2872.0,93,Comedy,Drama,
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,443453.0,5158,1,7.4,443427.0,84,Comedy,,
Bordertown,2006,445935.0,4939,3,6.0,11422.0,112,Crime,Mystery,Thriller
Brand Upon The Brain!,2006,443455.0,284,3,7.3,3728.0,95,Comedy,Drama,Fantasy
Brave Story,2006,778631.0,4802,1,6.5,1560.0,112,Adventure,Animation,Fantasy
"Break Up, The",2006,452594.0,4892,1,5.8,139191.0,106,Comedy,Drama,Romance
Bug,2006,470705.0,5088,3,6.1,37948.0,102,Drama,Horror,Thriller
Caffeine,2006,460732.0,650,3,5.4,2826.0,92,Comedy,,
Candy,2006,424880.0,5233,3,7.2,47836.0,108,Drama,Romance,
Cars,2006,317219.0,1946,1,7.2,472077.0,116,Adventure,Animation,Comedy
Cashback,2006,460740.0,4401,3,7.1,90923.0,102,Comedy,Drama,Romance
Casino Royale,2006,381061.0,221,1,8.0,696044.0,144,Action,Adventure,Thriller
Children of Men,2006,206634.0,332,3,7.9,530502.0,109,Action,Drama,Sci-Fi
Clerks II,2006,424345.0,2941,3,7.3,140831.0,97,Comedy,,
Click,2006,389860.0,5358,3,6.4,357799.0,107,Comedy,Drama,Fantasy
Conversations with God,2006,489682.0,7624,1,6.5,2502.0,109,Adventure,Drama,
"Covenant, The",2006,475944.0,6352,3,5.2,52150.0,97,Adventure,Fantasy,Horror
Cow Belles,2006,489007.0,5519,3,5.2,7150.0,90,Comedy,Family,Romance
Crank,2006,479884.0,289,0,6.9,264468.0,88,Action,Crime,Thriller
Curse of the Golden Flower,2006,473444.0,3051,2,7.0,46032.0,114,Action,Drama,Romance
DOA: Dead or Alive,2006,398913.0,4202,3,4.8,46372.0,87,Action,Adventure,Mystery
"Da Vinci Code, The",2006,382625.0,5191,1,6.6,459920.0,149,Mystery,Thriller,
Das Leben Der Anderen,2006,405094.0,791,0,8.4,411604.0,137,Drama,Mystery,Thriller
Day Night Day Night,2006,499455.0,5834,3,6.3,2306.0,94,Crime,Drama,Thriller
Dead &amp; Deader,2006,770739.0,5049,1,4.7,1605.0,89,Action,Comedy,Horror
"Dead Girl, The",2006,783238.0,1189,3,6.6,16217.0,85,Crime,Drama,Mystery
Deja Vu,2006,453467.0,10035,1,7.1,328327.0,126,Action,Crime,Sci-Fi
"Departed, The",2006,407887.0,1415,1,8.5,1426490.0,151,Crime,Drama,Thriller
"Devil Wears Prada, The",2006,458352.0,144,3,6.9,470186.0,109,Comedy,Drama,
Dor,2006,824316.0,3959,3,7.9,6279.0,147,Drama,,
Dreamgirls,2006,443489.0,5815,3,6.6,77400.0,130,Drama,Music,Musical
Dreamland,2006,417614.0,2297,3,6.3,2530.0,88,Drama,,
Eight Below,2006,397313.0,10268,0,7.3,68473.0,120,Adventure,Drama,Family
El laberinto del fauno (Pan's Labyrinth),2006,457430.0,421,3,8.2,704392.0,118,Drama,Fantasy,War
Eragon,2006,449010.0,1147,1,5.1,130649.0,104,Action,Adventure,Family
"Fall, The",2006,460791.0,2527,3,7.8,116893.0,117,Adventure,Drama,Fantasy
Farval Falkenberg,2006,855805.0,3957,0,6.3,2958.0,91,Drama,,
Fast Food Nation,2006,460792.0,1449,3,6.3,25183.0,116,Comedy,Drama,
"Fast and the Furious: Tokyo Drift , The",2006,463985.0,9119,1,6.0,301098.0,104,Action,Crime,Thriller
Fay Grim,2006,444628.0,4690,3,6.1,4915.0,118,Action,Comedy,Thriller
Ferfiakt,2006,830896.0,8529,1,5.6,309.0,94,Drama,Romance,
Fido,2006,457572.0,4293,2,6.7,30191.0,93,Comedy,Drama,Horror
Final Destination 3,2006,414982.0,4595,3,5.8,154123.0,93,Horror,Thriller,
Five Across the Eyes,2006,888019.0,2570,3,2.6,1748.0,95,Horror,,
Flags of Our Fathers,2006,418689.0,10888,1,7.1,129450.0,135,Action,Adventure,Drama
Flushed Away,2006,424095.0,3812,0,6.6,139092.0,85,Action,Adventure,Animation
For Your Consideration,2006,470765.0,1615,3,6.3,15912.0,86,Comedy,,
For the Love of a Child,2006,479917.0,1022,3,7.1,437.0,80,Drama,,
"Fountain, The",2006,414993.0,1937,3,7.2,249095.0,97,Drama,Mystery,Romance
Friends with Money,2006,436331.0,1102,3,5.8,32150.0,88,Comedy,Drama,Romance
"Gigolos, The",2006,462309.0,2566,1,5.4,286.0,95,Comedy,,
Glory Road,2006,385726.0,7977,3,7.2,48918.0,118,Biography,Drama,Sport
"Good German, The",2006,452624.0,5675,1,6.0,26100.0,105,Drama,Mystery,Romance
"Good Shepherd, The",2006,343737.0,2340,0,6.7,108707.0,167,Drama,History,Thriller
Grandma&#39;s Boy,2006,456554.0,5840,3,6.9,88744.0,94,Comedy,,
Gray Matters,2006,375785.0,1523,3,5.7,7348.0,96,Comedy,Romance,
Grbavica,2006,464029.0,6038,3,7.2,6893.0,90,Drama,,
"Grudge 2, The",2006,433386.0,3643,3,5.0,51523.0,102,Horror,Thriller,
"Guardian, The",2006,406816.0,2538,1,6.9,98215.0,139,Action,Adventure,Drama
"Gymnast, The",2006,473074.0,2932,3,6.3,2273.0,96,Drama,Romance,Sport
Half Light,2006,412798.0,4424,3,6.0,14554.0,110,Drama,Horror,Mystery
Half Nelson,2006,468489.0,2359,3,7.1,92165.0,106,Drama,,
Happy Feet,2006,366548.0,7637,3,6.4,200596.0,108,Adventure,Animation,Comedy
Heartbreak Hotel,2006,785002.0,9188,1,5.3,1658.0,110,Comedy,Drama,Music
"Hello Sister, Goodbye Life",2006,476013.0,5288,3,6.2,1311.0,89,Drama,,
High School Musical,2006,475293.0,5249,3,5.6,96816.0,98,Comedy,Drama,Family
"Hills Have Eyes, The",2006,454841.0,7088,3,6.4,183734.0,107,Horror,Thriller,
"History Boys, The",2006,464049.0,3005,1,6.8,21508.0,109,Comedy,Drama,Romance
Hogfather,2006,765458.0,3785,3,7.4,11057.0,189,Comedy,Fantasy,
"Holiday, The",2006,457939.0,215,3,6.9,323838.0,136,Comedy,Romance,
Hollywoodland,2006,427969.0,5511,2,6.5,36015.0,126,Biography,Crime,Drama
"Host, The",2006,468492.0,3849,3,7.1,133139.0,120,Drama,Horror,Sci-Fi
Hula Girls,2006,768116.0,2199,3,7.0,2273.0,108,Comedy,Drama,
I Do,2006,478724.0,3080,3,6.7,6584.0,90,Comedy,Romance,
I Served the King of England,2006,284363.0,224,1,7.3,8199.0,113,Comedy,Drama,Romance
I&#39;m Reed Fish,2006,464061.0,2260,2,5.7,4502.0,93,Comedy,Drama,Romance
"I&#39;m a Cyborg, But That&#39;s OK",2006,497137.0,2802,3,7.0,25958.0,107,Comedy,Drama,Romance
Ice Age: The Meltdown,2006,438097.0,1581,1,6.8,297359.0,91,Adventure,Animation,Comedy
Idiocracy,2006,387808.0,10,1,6.5,183680.0,84,Adventure,Comedy,Sci-Fi
Idlewild,2006,417225.0,3326,3,6.2,5770.0,121,Crime,Drama,Musical
Il caimano (The Caiman),2006,429727.0,2800,3,6.7,5296.0,112,Comedy,Drama,Romance
"Illusionist, The",2006,443543.0,893,0,7.5,390145.0,110,Drama,Fantasy,Mystery
In Paris,2006,769508.0,3465,1,6.3,4256.0,92,Drama,Romance,
Inland Empire,2006,460829.0,921,3,6.8,62603.0,180,Drama,Fantasy,Mystery
Inside Man,2006,454848.0,2089,3,7.6,399179.0,129,Crime,Drama,Mystery
Jackass Number Two,2006,493430.0,1302,1,7.0,80283.0,92,Action,Comedy,Documentary
John Tucker Must Die,2006,455967.0,3571,3,5.7,88301.0,89,Comedy,Romance,
Kamome Diner,2006,483022.0,5704,3,7.2,2728.0,102,Comedy,Drama,
Kidulthood,2006,435680.0,1481,3,6.7,19806.0,89,Crime,Drama,Romance
La noche de los girasoles,2006,456111.0,8412,2,7.1,2980.0,123,Crime,Drama,Thriller
La vie secr&egrave;te des gens heureux,2006,807965.0,8033,1,6.4,296.0,101,Drama,,
Lady in the Water,2006,452637.0,4227,2,5.5,103982.0,110,Drama,Fantasy,Mystery
"Lake House, The",2006,410297.0,4856,3,6.8,157954.0,99,Drama,Fantasy,Romance
Last Holiday,2006,408985.0,938,3,6.6,36348.0,112,Comedy,Drama,Romance
"Last King of Scotland, The",2006,455590.0,10864,2,7.6,196394.0,123,Biography,Drama,History
Letters from Iwo Jima,2006,498380.0,2580,1,7.8,170372.0,141,Action,Adventure,Drama
"Librarian: Return to King Solomon&#39;s Mines, The",2006,455596.0,5424,1,6.1,15882.0,92,Action,Adventure,Comedy
Little Children,2006,404203.0,521,3,7.5,116979.0,137,Drama,Romance,
Little Miss Sunshine,2006,449059.0,648,3,7.8,519424.0,101,Comedy,Drama,
Liu hao chukou (Exit No. 6),2006,934427.0,1505,3,4.6,163.0,99,Drama,Mystery,Thriller
London To Brighton,2006,490166.0,4819,3,6.9,8745.0,85,Crime,Drama,Thriller
Lonely Hearts,2006,441774.0,5585,3,6.4,22409.0,108,Biography,Crime,Drama
Loving Annabelle,2006,323120.0,4398,3,6.3,13510.0,77,Drama,Romance,
Lucky Number Slevin,2006,425210.0,1138,1,7.7,326146.0,110,Crime,Drama,Thriller
Madea&#39;s Family Reunion,2006,455612.0,6574,0,5.3,12053.0,107,Comedy,Drama,Romance
Madeinusa,2006,476298.0,6869,3,6.8,1780.0,100,Drama,,
Man of the Year,2006,483726.0,920,1,6.2,35230.0,115,Comedy,Drama,Romance
Marie Antoinette,2006,422720.0,290,3,6.5,122365.0,123,Biography,Drama,History
"Marine, The",2006,419946.0,10578,3,4.7,35918.0,92,Action,Comedy,Drama
Material Girls,2006,433412.0,3199,3,3.9,22748.0,98,Comedy,Family,Romance
Miami Vice,2006,430357.0,8871,1,6.1,124013.0,132,Action,Crime,Drama
Miss Potter,2006,482546.0,1898,3,7.0,32110.0,88,Biography,Drama,Romance
Mission: Impossible III,2006,317919.0,5606,1,6.9,391602.0,126,Action,Adventure,Thriller
Monster House,2006,385880.0,3661,3,6.6,138807.0,91,Animation,Comedy,Family
Mukhsin,2006,863091.0,4830,3,7.3,487.0,95,Comedy,Drama,Family
Mulberry Street,2006,473514.0,1719,1,5.5,6415.0,84,Horror,Sci-Fi,Thriller
My Super Ex-Girlfriend,2006,465624.0,10284,3,5.2,67082.0,96,Comedy,Romance,Sci-Fi
Nacho Libre,2006,457510.0,2026,0,5.9,94324.0,92,Comedy,Family,Sport
Night at the Museum,2006,477347.0,416,3,6.5,378481.0,108,Adventure,Comedy,Family
Night of the Living Dead 3D,2006,489244.0,10209,3,3.1,3891.0,80,Horror,,
Nina&#39;s Heavenly Delights,2006,435706.0,976,3,6.3,2286.0,94,Comedy,,
Notes on a Scandal,2006,465551.0,2498,3,7.4,84767.0,92,Crime,Drama,Romance
Offside,2006,499537.0,653,3,7.3,8639.0,93,Comedy,Drama,Sport
On the Trail of Igor Rizzi,2006,832958.0,1605,0,6.2,155.0,91,Comedy,Drama,
Once,2006,907657.0,530,2,7.8,121456.0,86,Drama,Music,Romance
Open Season,2006,400717.0,3786,1,6.1,106063.0,86,Adventure,Animation,Comedy
Open Water 2: Adrift,2006,470055.0,10573,3,5.2,19988.0,94,Adventure,Drama,Horror
Outsourced,2006,425326.0,10122,1,7.0,12200.0,103,Comedy,Drama,Romance
Over the Hedge,2006,327084.0,9472,3,6.7,189970.0,83,Adventure,Animation,Comedy
"Page Turner, The",2006,487503.0,2405,3,7.0,7387.0,85,Drama,Music,Thriller
"Painted Veil, The",2006,446755.0,4625,3,7.4,96053.0,125,Drama,Romance,
Paprika,2006,851578.0,1864,3,7.7,97500.0,90,Animation,Drama,Fantasy
Paris je t&#39;aime,2006,401711.0,3054,3,7.2,74608.0,120,Comedy,Drama,Romance
Pel&iacute;culas para no dormir: La habitaci&oacute;n del ni&ntilde;o,2006,430164.0,7293,3,6.8,5750.0,77,Horror,Mystery,Thriller
Peliculas para no dormir: Adivina quien soy,2006,461826.0,7315,3,5.2,1064.0,73,Horror,Mystery,
Peliculas para no dormir: La culpa,2006,449144.0,7303,3,5.0,1038.0,72,Drama,Horror,Mystery
Peliculas para no dormir: Para entrar a vivir,2006,477311.0,7299,3,6.2,3004.0,68,Horror,Thriller,
Peliculas para no dormir: Regreso a Moira,2006,460897.0,7309,1,5.7,1205.0,75,Drama,Horror,Mystery
Penelope,2006,472160.0,171,3,6.7,66463.0,104,Comedy,Fantasy,Romance
Perfume: The Story of a Murderer,2006,396171.0,1888,3,7.5,266323.0,147,Crime,Drama,Fantasy
"Pink Panther, The",2006,383216.0,5552,1,5.7,92724.0,93,Adventure,Comedy,Crime
Pirates of the Caribbean: Dead Man&#39;s Chest,2006,383574.0,167,2,7.4,769770.0,151,Action,Adventure,Fantasy
Pledge This!,2006,417056.0,9783,3,1.7,18902.0,91,Comedy,,
Poseidon,2006,409182.0,4918,2,5.7,110581.0,98,Action,Adventure,Thriller
Poultrygeist: Night of the Chicken Dead,2006,462485.0,5262,1,6.0,9213.0,103,Comedy,Horror,Musical
"Prestige, The",2006,482571.0,2036,1,8.5,1445643.0,130,Drama,Mystery,Sci-Fi
Puccini for Beginners,2006,492481.0,603,3,6.0,2506.0,82,Comedy,Romance,
"Pursuit of Happyness, The",2006,454921.0,198,0,8.0,563057.0,117,Biography,Drama,
Que tan lejos,2006,951297.0,8060,3,7.0,823.0,92,Drama,,
"Queen, The",2006,436697.0,1412,3,7.3,116103.0,103,Biography,Drama,
Quinceanera,2006,451176.0,2598,3,6.9,4302.0,90,Drama,,
RV,2006,449089.0,7793,3,5.6,63715.0,99,Adventure,Comedy,Family
Rainbow Song,2006,804513.0,3014,3,7.3,1496.0,118,Drama,Romance,
Rang De Basanti,2006,405508.0,3769,3,8.1,122500.0,167,Comedy,Crime,Drama
Red Road,2006,471030.0,3760,3,6.8,13666.0,113,Drama,Mystery,Thriller
Reprise,2006,827517.0,5213,1,7.3,15686.0,105,Drama,,
Requiem,2006,454931.0,2615,3,6.9,6385.0,93,Drama,Horror,
Return To Halloweentown,2006,816520.0,2713,3,5.3,7658.0,88,Action,Comedy,Family
Return of the Living Dead: Necropolis,2006,411805.0,11094,3,3.3,5493.0,88,Action,Comedy,Horror
Rocky Balboa,2006,479143.0,9724,1,7.1,231871.0,102,Action,Drama,Sport
Rosso come il cielo,2006,450121.0,9471,1,7.7,2086.0,96,Drama,,
Running with Scissors,2006,439289.0,1910,3,6.1,23179.0,116,Comedy,Drama,
Saw III,2006,489270.0,6450,3,6.2,212985.0,108,Horror,Mystery,Thriller
Scary Movie 4,2006,362120.0,7679,3,5.1,129457.0,83,Comedy,,
"Science of Sleep, The",2006,354899.0,2898,3,7.2,70942.0,105,Comedy,Drama,Fantasy
"Shaggy Dog, The",2006,393735.0,9237,2,4.4,20208.0,98,Comedy,Family,Fantasy
She&#39;s the Man,2006,454945.0,627,3,6.4,176357.0,105,Comedy,Romance,Sport
Sherrybaby,2006,423169.0,4899,3,6.6,12073.0,96,Drama,,
Shortbus,2006,367027.0,1442,3,6.4,35469.0,101,Comedy,Drama,Romance
Silent Hill,2006,384537.0,793,3,6.5,244653.0,125,Horror,Mystery,
Slither,2006,439815.0,1702,3,6.5,89100.0,95,Comedy,Horror,Sci-Fi
Smokin&#39; Aces,2006,475394.0,1811,3,6.6,152334.0,108,Action,Comedy,Crime
Snakes on a Plane,2006,417148.0,1894,3,5.5,144821.0,105,Action,Adventure,Crime
Snow cake,2006,448124.0,4312,3,7.4,13293.0,112,Drama,Romance,
Southland Tales,2006,405336.0,1927,3,5.3,40702.0,145,Comedy,Drama,Mystery
Starter for 10,2006,477095.0,372,2,6.7,25130.0,92,Comedy,Drama,Romance
Step Up,2006,462590.0,7596,3,6.5,127105.0,104,Crime,Drama,Music
Stick It,2006,430634.0,1665,3,6.4,30484.0,103,Comedy,Drama,Sport
Still Life (Sanxia haoren),2006,859765.0,934,2,7.3,7330.0,111,Drama,,
Stranger Than Fiction,2006,420223.0,559,3,7.5,236727.0,113,Comedy,Drama,Fantasy
Suburban Mayhem,2006,450506.0,3834,3,5.8,1545.0,95,Comedy,Drama,Thriller
Superman Returns,2006,348150.0,4288,1,6.1,291668.0,154,Action,Adventure,Sci-Fi
Take the Lead,2006,446046.0,3460,3,6.6,26685.0,118,Drama,Music,
Tales from Earthsea,2006,495596.0,8644,1,6.3,44332.0,115,Adventure,Animation,Fantasy
Talladega Nights: The Ballad of Ricky Bobby,2006,415306.0,9272,2,6.6,200460.0,108,Comedy,Sport,
Tekkon kinkurito,2006,831888.0,2002,0,7.5,14591.0,111,Action,Adventure,Animation
Tenacious D in the Pick of Destiny,2006,365830.0,7812,0,6.8,115436.0,94,Adventure,Comedy,Music
This Film Is Not Yet Rated,2006,493459.0,3168,3,7.4,28641.0,98,Documentary,,
This is England,2006,480025.0,6151,3,7.7,128913.0,101,Crime,Drama,
Times and Winds,2006,855729.0,2057,3,7.3,4408.0,111,Drama,,
To Have and to Hold,2006,876154.0,4848,3,5.5,211.0,90,Drama,,
Toki wo kakeru sh&amp;#333;jo (The Girl Who Leapt Through Time),2006,808506.0,1878,3,7.7,71056.0,98,Adventure,Animation,Comedy
U,2006,486731.0,6456,3,6.6,283.0,75,Animation,Family,Musical
Ultraviolet,2006,370032.0,2532,1,4.3,84158.0,88,Action,Sci-Fi,
"Unknown Woman, The",2006,494271.0,6168,3,7.4,16058.0,118,Drama,Mystery,Thriller
Venus,2006,489327.0,11223,3,7.1,13429.0,95,Comedy,Drama,Romance
Volver,2006,441909.0,366,3,7.6,107680.0,121,Comedy,Drama,
Warau Mikaeru,2006,461612.0,3018,3,5.1,225.0,92,Adventure,Comedy,Fantasy
We Are Marshall,2006,758794.0,2579,1,7.0,64893.0,131,Drama,Sport,
Wedding Wars,2006,823158.0,8549,2,6.0,2065.0,87,Comedy,Drama,Romance
Wendy Wu: Homecoming Warrior,2006,790781.0,4694,3,5.4,7474.0,91,Action,Adventure,Comedy
When a Stranger Calls,2006,455857.0,4665,3,5.1,48759.0,87,Horror,Thriller,
"Wicker Man, The",2006,450345.0,9190,1,3.8,71583.0,102,Horror,Mystery,Thriller
"Wind That Shakes the Barley, The",2006,460989.0,725,1,7.5,54773.0,127,Drama,War,
"Woods, The",2006,380066.0,1347,3,5.6,12398.0,91,Horror,Mystery,
Wordplay,2006,492506.0,10011,3,7.4,3784.0,94,Documentary,,
World Trade Center,2006,469641.0,9296,2,6.0,87958.0,129,Drama,History,Thriller
Wristcutters: A Love Story,2006,477139.0,2616,1,7.2,57810.0,88,Comedy,Drama,Fantasy
X-Men: The Last Stand,2006,376994.0,317,3,6.6,542133.0,104,Action,Adventure,Sci-Fi
"You, Me and Dupree",2006,463034.0,1558,1,5.6,84204.0,110,Comedy,Romance,
"Zombie Diaries, The",2006,876294.0,3127,3,4.0,4858.0,85,Horror,Sci-Fi,
Zoom,2006,383060.0,1853,3,4.4,22878.0,83,Action,Adventure,Comedy
Zwartboek,2006,389557.0,830,3,7.7,80668.0,145,Drama,Thriller,War
failure to launch,2006,427229.0,9277,1,5.6,85977.0,97,Comedy,Romance,
1408,2007,450385.0,3206,3,6.8,294943.0,104,Fantasy,Horror,Mystery
2 Days in Paris,2007,841044.0,5291,3,6.7,32083.0,96,Comedy,Drama,Romance
28 Weeks Later,2007,463854.0,2131,3,6.9,294832.0,100,Horror,Sci-Fi,
30 Days of Night,2007,389722.0,2130,2,6.6,189858.0,113,Action,Horror,Thriller
3:10 to Yuma,2007,381849.0,843,0,7.6,331755.0,122,Action,Crime,Drama
"4 Months, 3 Weeks and 2 Days",2007,1032846.0,1806,3,7.9,63390.0,113,Drama,,
5 Centimeters Per Second,2007,983213.0,1939,1,7.5,64050.0,63,Animation,Drama,Family
88 Minutes,2007,411061.0,30,1,5.9,78383.0,108,Crime,Drama,Mystery
99 francs,2007,875113.0,3899,1,7.1,20806.0,100,Comedy,Drama,
A Perfect Stranger,2007,457433.0,9476,3,5.7,51226.0,109,Crime,Mystery,Thriller
Across the Universe,2007,445922.0,4028,3,7.3,114388.0,133,Drama,Fantasy,History
After Sex,2007,465375.0,1344,3,5.5,8603.0,77,Comedy,Drama,Romance
"Air I Breathe, The",2007,485851.0,9803,3,6.7,34967.0,95,Crime,Drama,Thriller
Aliens vs. Predator: Requiem,2007,758730.0,8576,3,4.6,133504.0,94,Action,Horror,Sci-Fi
American Gangster,2007,765429.0,7395,1,7.8,453763.0,157,Biography,Crime,Drama
American Zombie,2007,765430.0,5045,3,5.0,1236.0,90,Comedy,Drama,Horror
Appleseed Saga: Ex Machina,2007,1043842.0,1764,3,7.0,9844.0,105,Action,Adventure,Animation
Arranged,2007,848542.0,2248,3,7.3,3106.0,90,Comedy,Drama,Romance
"Assassination of Jesse James by the Coward Robert Ford, The",2007,443680.0,8535,1,7.5,193138.0,160,Biography,Crime,Drama
Atonement,2007,783233.0,949,3,7.8,300723.0,123,Drama,Mystery,Romance
Auf der anderen Seite,2007,880502.0,1925,3,7.7,33555.0,122,Drama,,
August Rush,2007,426931.0,10107,3,7.4,111251.0,114,Drama,Music,
Awake,2007,211933.0,7001,3,6.5,80749.0,84,Crime,Drama,Mystery
"Babysitters, The",2007,796302.0,6735,3,5.6,12806.0,88,Drama,,
"Bad Mother&#39;s Handbook, The",2007,909010.0,1671,3,6.2,1575.0,71,Comedy,Drama,
Ballet Shoes,2007,1083845.0,3617,3,6.6,9186.0,85,Drama,Family,Musical
"Band&#39;s Visit, The",2007,1032856.0,1799,1,7.5,14182.0,87,Comedy,Drama,Music
Beaufort,2007,758732.0,1808,0,6.7,4851.0,131,Action,Drama,War
Because I Said So,2007,490084.0,4439,3,5.6,40196.0,102,Comedy,Romance,
Becoming Jane,2007,416508.0,738,3,7.0,65238.0,120,Biography,Drama,Romance
Bee Movie,2007,389790.0,7519,1,6.1,180461.0,91,Adventure,Animation,Comedy
Before the Devil Knows You&#39;re Dead,2007,292963.0,4001,2,7.3,111992.0,117,Crime,Drama,Thriller
Beowulf,2007,442933.0,3086,3,6.3,174361.0,115,Action,Adventure,Animation
Bhool Bhulaiyaa,2007,995031.0,4121,1,7.4,32417.0,159,Comedy,Horror,Mystery
Black Water,2007,816436.0,3545,3,5.8,16072.0,90,Adventure,Drama,Horror
Blades of Glory,2007,445934.0,3777,3,6.3,178024.0,93,Comedy,Sport,
Bleach Movie 2: The Diamond Dust Rebellion,2007,1148261.0,6905,2,7.0,3500.0,92,Action,Animation,Mystery
Boogeyman 2,2007,900357.0,11288,3,5.0,9042.0,93,Horror,Thriller,
"Bourne Ultimatum, The",2007,440963.0,5530,2,8.0,659267.0,115,Action,Mystery,Thriller
Bratz,2007,804452.0,2472,3,3.1,24910.0,110,Comedy,Family,Music
"Brave One, The",2007,476964.0,20,3,6.7,63632.0,122,Action,Crime,Drama
Breach,2007,401997.0,2581,1,7.0,61861.0,110,Biography,Crime,Drama
Breakfast with Scot,2007,910847.0,4800,1,6.8,3252.0,95,Comedy,Drama,Music
Bridge to Terabithia,2007,398808.0,3333,3,7.2,173914.0,96,Drama,Family,Fantasy
Brooklyn Rules,2007,283503.0,1578,3,6.3,5983.0,99,Crime,Drama,
"Brothers Solomon, The",2007,784972.0,6578,2,5.3,11473.0,93,Comedy,,
"Bucket List, The",2007,825232.0,103,1,7.4,260350.0,97,Adventure,Comedy,Drama
Caramel,2007,825236.0,3707,2,7.1,14636.0,95,Comedy,Drama,Romance
Chakde! India,2007,871510.0,5146,3,8.1,85122.0,153,Drama,Family,Sport
Charlie Bartlett,2007,423977.0,1008,2,6.9,66759.0,97,Comedy,Drama,Romance
Charlie Wilson&#39;s War,2007,472062.0,2574,3,7.0,125089.0,102,Biography,Comedy,Drama
City of Men,2007,870090.0,10878,1,7.2,16318.0,106,Crime,Drama,
Cleaner,2007,896798.0,7773,1,6.1,45742.0,88,Crime,Thriller,
Cocalero,2007,925230.0,1439,3,7.0,284.0,86,Documentary,,
"Condemned, The",2007,443473.0,2597,1,6.0,54363.0,113,Action,Crime,Thriller
Control,2007,421082.0,6987,2,7.6,68648.0,122,Biography,Drama,Music
Crashing,2007,475243.0,995,2,5.5,715.0,79,Drama,,
Dan in Real Life,2007,480242.0,3615,3,6.8,107170.0,98,Comedy,Drama,Romance
"Darjeeling Limited, The",2007,838221.0,600,1,7.2,217419.0,91,Adventure,Comedy,Drama
Dark Mirror,2007,486651.0,4963,3,4.7,1541.0,86,Horror,Thriller,
Days and Clouds,2007,887732.0,4833,3,6.9,1690.0,118,Drama,,
Dead Silence,2007,455760.0,5628,1,6.1,102047.0,89,Horror,Mystery,Thriller
Death Defying Acts,2007,472071.0,3013,3,5.8,10508.0,97,Drama,History,Romance
Death Proof,2007,1028528.0,7,3,7.0,314679.0,127,Action,Drama,Thriller
Death at a Funeral,2007,795368.0,1522,3,7.3,121214.0,90,Comedy,,
Dialogue avec mon jardinier,2007,825244.0,6286,1,7.1,3772.0,109,Comedy,Drama,
Diary of the Dead,2007,848557.0,964,3,5.5,49298.0,95,Fantasy,Horror,Sci-Fi
Disturbia,2007,486822.0,479,3,6.8,252256.0,105,Crime,Drama,Mystery
"Diving Bell and the Butterfly, The",2007,401383.0,1868,2,8.0,110521.0,112,Biography,Drama,
Eagle vs Shark,2007,494222.0,2478,3,6.7,26309.0,88,Comedy,Romance,
Eastern Promises,2007,765443.0,3069,3,7.6,261873.0,100,Crime,Drama,Thriller
Ekusute (Exte: Hair Extensions),2007,904049.0,1713,3,6.3,3369.0,108,Comedy,Horror,
Elizabeth: The Golden Age,2007,414055.0,3230,3,6.8,75214.0,114,Biography,Drama,History
Enchanted,2007,461770.0,777,3,7.1,217755.0,107,Adventure,Animation,Comedy
"Ensemble, c&#39;est tout",2007,792965.0,2992,3,6.7,12545.0,97,Drama,Romance,
Epic Movie,2007,799949.0,6577,3,2.4,109648.0,86,Adventure,Comedy,Fantasy
Est&ocirc;mago,2007,1039960.0,7796,0,7.8,8227.0,113,Comedy,Crime,Drama
Evangelion: 1.0: You Are (Not) Alone,2007,923811.0,3731,3,7.5,27763.0,98,Action,Animation,Drama
Evening,2007,765447.0,948,3,6.4,14089.0,117,Drama,Romance,
Ex Drummer,2007,812243.0,5769,1,6.9,10997.0,100,Comedy,Crime,Drama
Fantastic Four: Rise of the Silver Surfer,2007,486576.0,5075,3,5.6,277842.0,92,Action,Adventure,Fantasy
Far North,2007,860866.0,4886,3,6.1,3246.0,89,Crime,Drama,Romance
Fat Like Me,2007,889600.0,4158,3,5.6,2695.0,89,Drama,,
Fermat&#39;s Room,2007,1016301.0,3438,0,6.6,22850.0,89,Mystery,Thriller,
Flight of the Living Dead,2007,780583.0,5055,3,5.1,9539.0,89,Horror,,
Fracture,2007,488120.0,2519,1,7.2,219468.0,113,Crime,Drama,Thriller
